key,dateCreated,latitude,longitude,altitude,deviceId,entryId,lastEdited,timeUploaded,projectName,photo,info,
ahZzfmVwaWNvbGxlY3RzZXJ2ZXItaHJkchILEgVFbnRyeRiAgIDwjJahCQw,2014-09-19 11:10:11.098000,59.6754565929,10.6063368917,29.6610717773,FFFFFFFFC5C93379D0FA4592A21BB0B918D16CB9,23171A4E-4F6C-4C4B-AB09-629D1A907EFB-10345-00000B15AF2975FD,2014-09-19 11:10:34.726000,2014-09-19 11:23:24.593250,Oscarsborg,"http://epicollectserver.appspot.com/showImageWithKey?imageKey=ahZzfmVwaWNvbGxlY3RzZXJ2ZXItaHJkchILEgVFbnRyeRiAgIDwjJahCQw","Iphone post 26",
ahZzfmVwaWNvbGxlY3RzZXJ2ZXItaHJkchILEgVFbnRyeRiAgIDw8vDBCQw,2014-09-19 11:22:33.569000,59.6761634807,10.6066541467,5.53674316406,FFFFFFFFC5C93379D0FA4592A21BB0B918D16CB9,56FC16EB-D148-4B59-9EFB-6C37ADE475DF-10378-00000B1844517678,2014-09-19 11:23:17.348000,2014-09-19 11:23:23.084130,Oscarsborg,"http://epicollectserver.appspot.com/showImageWithKey?imageKey=ahZzfmVwaWNvbGxlY3RzZXJ2ZXItaHJkchILEgVFbnRyeRiAgIDw8vDBCQw","Iphone post 29",
ahZzfmVwaWNvbGxlY3RzZXJ2ZXItaHJkchILEgVFbnRyeRiAgIDwvZnHCQw,2014-09-19 11:11:05.851000,59.67547014,10.60635911,67.0,52c382d2116756d3,52c382d2116756d3_1411125065851,2014-09-19 11:11:05.851000,2014-09-19 11:11:49.303720,Oscarsborg,"http://epicollectserver.appspot.com/showImageWithKey?imageKey=ahZzfmVwaWNvbGxlY3RzZXJ2ZXItaHJkchILEgVFbnRyeRiAgIDwvZnHCQw","s4 26",
ahZzfmVwaWNvbGxlY3RzZXJ2ZXItaHJkchILEgVFbnRyeRiAgIDw-ZDNCQw,2014-09-19 11:22:48.880000,59.67615959,10.60676952,51.0,52c382d2116756d3,52c382d2116756d3_1411125768880,2014-09-19 11:22:48.880000,2014-09-19 11:23:40.511240,Oscarsborg,"http://epicollectserver.appspot.com/showImageWithKey?imageKey=ahZzfmVwaWNvbGxlY3RzZXJ2ZXItaHJkchILEgVFbnRyeRiAgIDw-ZDNCQw","s4 29",
ahZzfmVwaWNvbGxlY3RzZXJ2ZXItaHJkchILEgVFbnRyeRiAgIDwspnXCQw,2014-09-19 10:36:26.141000,59.67878296,10.60742656,83.0,52c382d2116756d3,52c382d2116756d3_1411122986141,2014-09-19 10:36:26.141000,2014-09-19 10:37:32.226360,Oscarsborg,"http://epicollectserver.appspot.com/showImageWithKey?imageKey=ahZzfmVwaWNvbGxlY3RzZXJ2ZXItaHJkchILEgVFbnRyeRiAgIDwspnXCQw","s4 14",
ahZzfmVwaWNvbGxlY3RzZXJ2ZXItaHJkchILEgVFbnRyeRiAgIDwlo_bCQw,2014-09-19 10:41:54.551000,59.6728196042,10.6073510181,34.1405029297,FFFFFFFFC5C93379D0FA4592A21BB0B918D16CB9,315A4941-9327-4A25-B456-88FB7583BCA6-10306-00000B0DF162E830,2014-09-19 10:42:22.613000,2014-09-19 10:50:33.656420,Oscarsborg,"http://epicollectserver.appspot.com/showImageWithKey?imageKey=ahZzfmVwaWNvbGxlY3RzZXJ2ZXItaHJkchILEgVFbnRyeRiAgIDwlo_bCQw","Iphone post 19",
ahZzfmVwaWNvbGxlY3RzZXJ2ZXItaHJkchILEgVFbnRyeRiAgIDw27uACgw,2014-09-19 08:42:05.083000,59.67944699,10.6041972,62.0,52c382d2116756d3,52c382d2116756d3_1411116125083,2014-09-19 08:42:05.083000,2014-09-19 08:44:32.891760,Oscarsborg,"http://epicollectserver.appspot.com/showImageWithKey?imageKey=ahZzfmVwaWNvbGxlY3RzZXJ2ZXItaHJkchILEgVFbnRyeRiAgIDw27uACgw","s4 4",
ahZzfmVwaWNvbGxlY3RzZXJ2ZXItaHJkchILEgVFbnRyeRiAgIDwjJaBCgw,2014-09-19 08:50:20.603000,59.6804558114,10.6044967286,7.58380126953,FFFFFFFFC5C93379D0FA4592A21BB0B918D16CB9,90C80F4A-7975-474D-BA69-A032D541E4AB-10191-00000B0105269951,2014-09-19 08:51:00.657000,2014-09-19 08:55:30.804930,Oscarsborg,"http://epicollectserver.appspot.com/showImageWithKey?imageKey=ahZzfmVwaWNvbGxlY3RzZXJ2ZXItaHJkchILEgVFbnRyeRiAgIDwjJaBCgw","Iphone post 6",
ahZzfmVwaWNvbGxlY3RzZXJ2ZXItaHJkchILEgVFbnRyeRiAgIDwkdqBCgw,2014-09-19 08:54:27.677000,59.6802963457,10.6052622479,6.67175292969,FFFFFFFFC5C93379D0FA4592A21BB0B918D16CB9,BE956885-3BCC-44F2-B751-49391E74029A-10197-00000B01B9392AF3,2014-09-19 08:55:26.096000,2014-09-19 08:55:30.275020,Oscarsborg,"http://epicollectserver.appspot.com/showImageWithKey?imageKey=ahZzfmVwaWNvbGxlY3RzZXJ2ZXItaHJkchILEgVFbnRyeRiAgIDwkdqBCgw","Iphone post 7 Blucher",
ahZzfmVwaWNvbGxlY3RzZXJ2ZXItaHJkchILEgVFbnRyeRiAgIDw8vCBCgw,2014-09-19 09:16:11.905000,59.6782020853,10.6084165257,11.8247680664,FFFFFFFFC5C93379D0FA4592A21BB0B918D16CB9,B1166CE0-844F-4CA7-A41A-4CD4DF62CC84-10237-00000B050F1C1515,2014-09-19 09:16:41.023000,2014-09-19 09:16:50.851740,Oscarsborg,"http://epicollectserver.appspot.com/showImageWithKey?imageKey=ahZzfmVwaWNvbGxlY3RzZXJ2ZXItaHJkchILEgVFbnRyeRiAgIDw8vCBCgw","Iphone post 11",
